pdb,chain,name,L,resolution,n_pairs,split
3fry,A,3fry_A,73,2.00,121,val
3b4d,A,3b4d_A,80,2.00,235,train
5d23,A,5d23_A,64,1.95,146,train
1y88,A,1y88_A,184,1.85,596,train
3gha,A,3gha_A,186,1.40,635,val
2p4f,A,2p4f_A,193,1.40,620,train
2ob9,A,2ob9_A,107,2.30,299,train
4rwu,A,4rwu_A,81,1.25,234,train
7og7,A,7og7_A,134,1.85,425,train
6tly,A,6tly_A,99,1.80,240,test
2zqm,A,2zqm_A,114,1.90,306,test
4eq3,A,4eq3_A,206,2.00,615,train
2xl4,A,2xl4_A,147,2.30,475,train
6dxr,A,6dxr_A,51,2.00,110,train
3f3h,A,3f3h_A,110,2.10,298,train
2vm5,A,2vm5_A,103,1.80,272,test
6u47,A,6u47_A,34,2.30,71,val
9lns,A,9lns_A,64,1.50,195,train
6wfn,A,6wfn_A,151,1.07,466,train
5h5p,A,5h5p_A,184,2.46,561,train
8ey3,A,8ey3_A,60,1.00,172,train
5zlq,A,5zlq_A,159,2.00,510,test
2x3m,A,2x3m_A,166,1.45,587,train
4hsp,A,4hsp_A,149,2.45,430,val
2cu3,A,2cu3_A,63,1.70,165,train
2dst,A,2dst_A,122,2.00,392,train
6lwz,A,6lwz_A,53,2.20,134,test
2xrh,A,2xrh_A,100,1.50,266,train
7ykm,A,7ykm_A,81,1.50,229,train
5um3,A,5um3_A,72,1.20,204,val
2fup,A,2fup_A,128,1.48,411,test
3i7t,A,3i7t_A,118,1.93,350,train
1sv4,A,1sv4_A,78,2.15,221,train
4exo,A,4exo_A,146,1.90,477,train
6aw0,A,6aw0_A,108,2.43,322,train
3vfz,A,3vfz_A,62,1.90,175,train
4y6w,A,4y6w_A,211,1.59,653,train
3i35,A,3i35_A,57,1.40,166,train
3syy,A,3syy_A,194,1.90,611,train
6o6n,A,6o6n_A,195,1.70,595,train
1aly,A,1aly_A,146,2.00,457,train
4b4y,A,4b4y_A,149,2.30,448,train
3nrw,A,3nrw_A,104,1.70,326,val
1rfy,A,1rfy_A,89,1.60,241,train
7roa,A,7roa_A,117,1.82,373,train
6jui,A,6jui_A,102,2.40,274,train
8k8f,A,8k8f_A,179,1.45,595,train
5emi,A,5emi_A,180,1.12,629,train
2d9r,A,2d9r_A,85,2.01,240,train
6hfo,A,6hfo_A,154,1.65,465,train
2ebg,A,2ebg_A,106,1.80,264,train
4ltd,A,4ltd_A,187,2.19,600,train
7qwb,E,7qwb_E,30,1.64,57,val
4k80,A,4k80_A,209,2.05,690,train
3fk8,A,3fk8_A,131,1.30,417,val
1uhn,A,1uhn_A,189,2.10,607,train
2xp1,A,2xp1_A,175,2.20,522,train
4ftf,A,4ftf_A,109,1.48,315,train
5cu9,A,5cu9_A,153,1.48,457,train
1uuy,A,1uuy_A,161,1.45,520,train
6q8j,A,6q8j_A,188,1.80,536,train
3hry,A,3hry_A,67,2.25,137,train
4etr,A,4etr_A,121,2.25,381,train
5z7q,A,5z7q_A,176,1.85,556,train
4r1j,A,4r1j_A,174,1.40,542,train
2dch,X,2dch_X,204,2.06,663,train
2x8x,X,2x8x_X,235,1.97,681,train
3s93,A,3s93_A,80,2.28,213,train
4u13,A,4u13_A,109,2.30,320,train
2j6a,A,2j6a_A,136,1.70,391,test
3faj,A,3faj_A,101,1.70,332,train
4jjh,A,4jjh_A,111,2.25,291,test
3luu,A,3luu_A,89,1.93,252,train
6v4v,A,6v4v_A,143,1.65,401,train
6akp,C,6akp_C,94,2.32,264,train
6hx0,A,6hx0_A,137,1.59,420,train
2qu8,A,2qu8_A,194,2.01,623,train
5muz,A,5muz_A,93,1.78,271,train
2ckk,A,2ckk_A,120,1.45,386,train
4fda,A,4fda_A,243,2.10,773,train
5yrx,A,5yrx_A,71,1.90,187,train
4aiv,A,4aiv_A,113,2.00,338,train
10xg,A,10xg_A,90,1.60,252,train
4kvu,A,4kvu_A,30,1.80,53,train
8bcs,A,8bcs_A,49,2.10,116,train
3elk,A,3elk_A,105,1.70,280,train
6ewn,A,6ewn_A,99,2.29,185,train
9g0l,A,9g0l_A,97,1.90,243,train
2a1i,A,2a1i_A,129,1.90,359,train
4dol,A,4dol_A,207,1.70,676,train
4big,A,4big_A,199,2.27,598,train
1p9g,A,1p9g_A,41,0.84,118,train
4xin,A,4xin_A,114,1.50,340,train
7rxu,A,7rxu_A,134,2.40,385,train
1qde,A,1qde_A,203,2.00,675,train
3eip,A,3eip_A,84,1.80,239,train
7f9k,A,7f9k_A,155,2.18,477,train
3wdn,A,3wdn_A,125,0.86,401,train
4z0o,A,4z0o_A,55,1.57,124,train
3hra,A,3hra_A,199,1.69,683,train
1gz2,A,1gz2_A,139,1.50,423,train
1c81,A,1c81_A,191,2.50,631,test
3u2a,A,3u2a_A,112,1.70,346,train
4gkg,A,4gkg_A,52,1.70,114,train
8wj5,A,8wj5_A,130,2.00,432,train
1wq6,A,1wq6_A,59,2.00,121,train
2inb,A,2inb_A,128,1.60,415,train
5gtx,A,5gtx_A,110,2.28,339,test
1so8,A,1so8_A,208,2.30,652,train
7ea2,B,7ea2_B,107,2.14,246,train
2gvi,A,2gvi_A,201,1.87,595,val
4x8y,A,4x8y_A,112,1.95,334,val
3x30,A,3x30_A,227,1.92,800,train
9e7c,A,9e7c_A,87,1.91,181,train
7dcn,A,7dcn_A,182,1.70,574,train
4hwn,A,4hwn_A,85,2.01,259,train
3c0f,B,3c0f_B,85,1.80,231,train
6elt,A,6elt_A,133,1.35,370,train
6zpb,A,6zpb_A,173,1.72,546,train
2a4o,A,2a4o_A,212,1.55,726,val
4n30,A,4n30_A,182,1.30,586,train
9dlo,a,9dlo_a,158,1.95,493,train
3o46,A,3o46_A,84,1.30,236,train
2wzo,A,2wzo_A,146,1.60,424,train
1h7c,A,1h7c_A,103,1.80,309,train
3ldt,A,3ldt_A,144,2.30,433,train
5hs8,A,5hs8_A,101,2.00,273,train
4bfn,A,4bfn_A,106,1.32,313,train
3l11,A,3l11_A,104,2.12,282,train
1fnj,A,1fnj_A,115,1.90,342,train
3tbm,A,3tbm_A,61,1.80,139,val
6exz,A,6exz_A,69,1.30,199,train
5boi,A,5boi_A,226,1.80,690,train
3cg4,A,3cg4_A,126,1.61,393,test
6q09,A,6q09_A,162,1.75,542,train
7x1k,A,7x1k_A,69,2.39,203,train
6a6c,A,6a6c_A,84,2.05,247,train
3gce,A,3gce_A,104,2.00,320,train
2o30,A,2o30_A,82,1.66,228,train
1lr0,A,1lr0_A,126,1.91,387,train
4d7p,A,4d7p_A,96,2.00,298,train
1pp7,U,1pp7_U,114,2.45,363,test
3mw3,A,3mw3_A,189,2.33,611,train
4upg,A,4upg_A,169,2.10,518,train
6iqo,A,6iqo_A,101,2.11,257,train
2huj,A,2huj_A,125,1.74,413,val
5lq6,A,5lq6_A,184,1.48,607,train
5qhm,A,5qhm_A,164,1.79,508,train
2qrr,A,2qrr_A,97,1.71,283,train
4dad,A,4dad_A,134,2.50,371,train
1grj,A,1grj_A,151,2.20,453,train
3els,A,3els_A,145,1.80,451,train
2vxz,A,2vxz_A,153,1.70,515,test
9ll2,A,9ll2_A,108,1.64,312,train
4jox,A,4jox_A,118,2.15,364,train
3rzv,A,3rzv_A,179,1.67,581,train
3n53,A,3n53_A,117,2.20,364,train
2pmy,A,2pmy_A,73,2.30,207,val
1c44,A,1c44_A,123,1.80,386,train
3bzh,A,3bzh_A,161,1.60,491,val
9cfs,A,9cfs_A,85,1.75,228,train
7ekz,A,7ekz_A,166,1.43,575,train
3w92,A,3w92_A,32,1.35,62,val
4qdj,A,4qdj_A,208,1.60,704,train
6rwt,A,6rwt_A,181,1.42,558,train
2o4t,A,2o4t_A,90,1.95,229,train
1of4,A,1of4_A,171,1.60,578,train
5bpz,A,5bpz_A,140,2.18,422,train
5aq0,A,5aq0_A,81,0.95,232,train
4e0h,A,4e0h_A,105,2.00,311,train
6jo3,A,6jo3_A,247,2.35,857,test
7ah0,A,7ah0_A,104,1.91,286,val
3ibz,A,3ibz_A,177,1.78,579,train
5xvl,A,5xvl_A,130,1.63,404,train
5mwb,A,5mwb_A,118,1.86,305,train
6maa,A,6maa_A,78,1.39,164,train
4lhf,A,4lhf_A,79,2.40,181,train
4n3x,A,4n3x_A,49,2.00,109,test
1f94,A,1f94_A,63,0.97,178,train
8b02,A,8b02_A,95,1.68,264,train
7yey,A,7yey_A,162,1.85,491,train
9ltx,A,9ltx_A,206,1.99,655,val
3jzz,A,3jzz_A,148,1.60,489,val
2du9,A,2du9_A,116,2.28,316,train
7y5m,A,7y5m_A,155,1.50,505,train
6qpj,A,6qpj_A,133,2.31,390,train
2hje,A,2hje_A,210,1.70,663,train
4uot,A,4uot_A,34,1.69,63,train
1pdn,C,1pdn_C,123,2.50,271,train
5zoh,A,5zoh_A,174,1.60,540,train
1ubd,C,1ubd_C,114,2.50,255,train
6fxf,A,6fxf_A,65,2.05,188,train
4whe,A,4whe_A,137,1.80,394,test
7nfk,A,7nfk_A,30,1.30,53,train
2ce6,A,2ce6_A,100,2.40,299,train
2hjn,A,2hjn_A,206,2.00,670,test
3bwz,A,3bwz_A,171,1.20,537,train
4mtu,A,4mtu_A,143,0.97,443,train
9isw,A,9isw_A,209,1.86,703,test
2hcm,A,2hcm_A,159,2.00,517,train
4u4h,A,4u4h_A,198,2.05,640,train
3foj,A,3foj_A,100,1.60,276,val
8a3g,A,8a3g_A,32,0.96,60,train
3zbd,A,3zbd_A,110,1.49,316,train
1u3g,A,1u3g_A,164,2.50,526,train
4g97,A,4g97_A,243,2.05,804,test
3ju3,A,3ju3_A,116,1.90,265,val
3bod,A,3bod_A,178,1.70,584,train
7mrj,A,7mrj_A,85,2.12,236,train
3cn5,A,3cn5_A,237,2.05,858,train
5jx4,A,5jx4_A,65,1.80,178,train
2ptm,A,2ptm_A,192,1.93,590,train
6v4m,A,6v4m_A,163,1.60,551,test
8ju8,A,8ju8_A,139,1.85,412,train
4wyh,A,4wyh_A,99,1.95,330,train
1spx,A,1spx_A,237,2.10,787,train
6emt,A,6emt_A,167,1.79,525,test
1ym3,A,1ym3_A,193,1.75,613,test
9dee,A,9dee_A,159,1.21,543,train
3df8,A,3df8_A,109,1.65,295,test
3ff2,A,3ff2_A,117,1.90,370,train
2sfa,A,2sfa_A,191,1.60,694,train
2x5y,A,2x5y_A,171,1.05,567,train
7sev,A,7sev_A,211,2.30,653,train
3hmc,A,3hmc_A,189,1.44,633,train
1jo0,A,1jo0_A,97,1.37,273,train
7clx,A,7clx_A,180,1.50,501,train
3t7y,A,3t7y_A,94,2.10,300,test
3msw,A,3msw_A,139,1.90,341,train
5trb,A,5trb_A,69,1.80,182,train
4qy7,A,4qy7_A,93,1.55,254,train
6zc2,A,6zc2_A,137,1.13,425,train
2wno,A,2wno_A,119,2.30,379,train
8btx,A,8btx_A,158,1.84,532,train
5zne,A,5zne_A,73,1.78,214,train
6ao9,A,6ao9_A,171,1.13,556,train
3a7s,A,3a7s_A,204,2.20,664,val
3d6t,B,3d6t_B,125,2.43,300,train
7rgw,A,7rgw_A,141,1.99,444,train
2qjc,A,2qjc_A,222,2.05,742,train
7kzw,A,7kzw_A,128,1.34,384,train
3soe,A,3soe_A,101,1.60,300,train
7auf,A,7auf_A,89,1.76,272,train
1xgw,A,1xgw_A,136,1.90,456,train
2qf5,A,2qf5_A,158,2.23,520,train
8b2g,A,8b2g_A,74,1.50,218,train
9d8a,A,9d8a_A,172,1.65,523,train
1j55,A,1j55_A,88,2.00,231,train
6x9z,A,6x9z_A,120,2.05,387,train
3vgp,A,3vgp_A,163,1.75,514,train
4m3l,A,4m3l_A,60,2.10,138,train
4hp9,A,4hp9_A,119,2.12,357,train
1y66,A,1y66_A,50,1.65,115,train
5u75,A,5u75_A,144,1.66,463,train
2qjd,A,2qjd_A,109,2.44,317,val
1jer,A,1jer_A,110,1.60,303,train
2w7r,A,2w7r_A,95,1.60,232,val
3cje,A,3cje_A,150,1.70,419,train
5ezu,A,5ezu_A,76,1.55,188,train
5eka,A,5eka_A,85,1.69,187,train
2rae,A,2rae_A,193,2.20,592,train
7nbv,A,7nbv_A,131,1.87,375,train
1wv8,A,1wv8_A,71,2.20,168,train
8a3k,UNK,8a3k_UNK,127,2.00,385,train
3s01,A,3s01_A,209,2.15,673,val
2hba,A,2hba_A,52,1.25,145,train
3fp5,A,3fp5_A,106,1.61,311,val
28oj,A,28oj_A,87,2.12,274,test
3vbc,A,3vbc_A,136,1.80,422,train
5b7c,A,5b7c_A,206,2.35,682,train
4mgq,A,4mgq_A,159,1.68,492,train
2aj6,A,2aj6_A,120,1.63,353,val
2cvb,A,2cvb_A,187,1.80,614,train
3c8u,A,3c8u_A,207,1.95,658,train
1j0r,A,1j0r_A,114,2.50,328,train
3k9g,A,3k9g_A,226,2.25,714,train
1wba,A,1wba_A,171,1.80,552,train
6swk,A,6swk_A,203,1.74,611,train
3l1b,A,3l1b_A,216,1.90,709,train
1klo,A,1klo_A,162,2.10,470,train
4mnn,A,4mnn_A,165,1.80,500,train
4glk,A,4glk_A,165,2.16,518,train
1xd7,A,1xd7_A,116,2.30,316,train
1i39,A,1i39_A,200,1.95,647,test
2xws,A,2xws_A,126,1.60,373,train
3lqh,A,3lqh_A,174,1.72,525,train
1hxn,A,1hxn_A,210,1.80,637,train
7sao,A,7sao_A,38,1.77,77,train
8ehc,A,8ehc_A,96,2.00,269,train
7dvn,A,7dvn_A,135,1.60,369,test
5naz,A,5naz_A,226,1.85,738,train
1ue1,A,1ue1_A,113,2.50,262,train
2yqy,A,2yqy_A,127,2.00,391,train
4xqm,A,4xqm_A,94,1.62,276,train
4yhv,A,4yhv_A,135,2.00,414,train
4aaj,A,4aaj_A,200,1.75,667,train
1hpt,A,1hpt_A,56,2.30,152,val
4qxl,A,4qxl_A,115,1.51,342,train
5lnn,A,5lnn_A,149,1.60,479,train
2y6x,A,2y6x_A,109,1.60,329,train
7nuv,A,7nuv_A,76,1.76,151,train
1r75,A,1r75_A,110,1.86,327,train
8sp7,A,8sp7_A,234,1.83,795,train
3s6f,A,3s6f_A,143,1.19,370,train
9v4l,A,9v4l_A,68,1.30,215,test
1sfp,A,1sfp_A,111,1.90,347,train
3wz3,A,3wz3_A,137,1.50,433,train
8ju7,A,8ju7_A,104,1.80,288,train
3ck2,A,3ck2_A,174,2.30,596,train
8ito,A,8ito_A,73,2.10,198,train
3cbg,A,3cbg_A,218,2.00,713,train
5lu3,A,5lu3_A,88,1.50,266,train
6gbi,A,6gbi_A,104,1.25,291,train
2gff,A,2gff_A,97,1.75,280,train
1x3x,A,1x3x_A,82,1.80,235,val
1moh,A,1moh_A,142,1.90,429,train
1z27,A,1z27_A,175,2.08,505,train
5wlf,A,5wlf_A,60,1.40,137,train
8ov0,A,8ov0_A,110,1.70,303,val
2qup,A,2qup_A,119,2.00,361,train
3bw1,A,3bw1_A,86,2.50,208,test
2ze5,A,2ze5_A,227,2.31,733,val
7kcg,A,7kcg_A,143,1.87,460,train
5oc0,A,5oc0_A,174,1.97,520,train
2bh8,A,2bh8_A,85,1.90,139,train
2al7,A,2al7_A,155,1.85,513,train
5b5i,A,5b5i_A,67,1.60,160,train
3q69,A,3q69_A,105,2.40,273,train
1zx3,A,1zx3_A,86,2.50,201,val
6v6v,A,6v6v_A,179,1.40,542,test
2ef8,A,2ef8_A,84,1.95,243,val
6g6b,A,6g6b_A,30,2.30,58,train
4dog,A,4dog_A,215,2.30,686,train
2q8v,A,2q8v_A,53,2.50,98,train
1fvg,A,1fvg_A,192,1.60,655,train
3p4l,A,3p4l_A,198,1.80,610,train
6u6n,C,6u6n_C,125,2.15,381,train
2h5f,A,2h5f_A,75,1.90,189,train
7c5z,A,7c5z_A,85,1.50,208,train
4bso,A,4bso_A,97,2.20,252,train
2yzy,A,2yzy_A,163,1.60,471,train
3mse,B,3mse_B,168,2.10,467,test
1qsd,A,1qsd_A,102,2.20,278,train
7eez,A,7eez_A,138,1.90,403,train
3b33,A,3b33_A,109,1.83,329,train
3e3v,A,3e3v_A,154,2.04,467,train
3zih,A,3zih_A,79,2.00,210,test
2yz8,A,2yz8_A,90,2.00,257,train
3r0r,A,3r0r_A,194,2.35,568,train
6h6n,A,6h6n_A,126,2.12,335,val
3le4,A,3le4_A,55,1.70,98,train
1fuk,A,1fuk_A,157,1.75,505,val
3cou,A,3cou_A,180,1.80,559,train
4hlb,A,4hlb_A,95,1.80,284,train
2oo2,A,2oo2_A,76,1.80,257,train
1rgp,A,1rgp_A,189,2.00,602,train
7uxg,A,7uxg_A,239,2.24,806,train
1gr3,A,1gr3_A,132,2.00,424,train
1lbu,A,1lbu_A,213,1.80,692,train
4n7d,A,4n7d_A,172,2.10,557,train
7e3t,A,7e3t_A,174,2.10,483,train
3di5,A,3di5_A,150,2.01,486,train
2dgc,A,2dgc_A,49,2.20,110,train
3iqb,A,3iqb_A,188,2.10,586,train
6s5f,A,6s5f_A,188,1.70,627,train
3k6t,A,3k6t_A,54,2.04,133,train
2q9r,A,2q9r_A,196,1.91,633,val
4atg,A,4atg_A,195,1.89,654,val
6vhf,A,6vhf_A,140,2.31,400,test
2bti,A,2bti_A,59,2.00,97,test
3ign,A,3ign_A,166,1.83,554,train
8y7v,A,8y7v_A,206,1.60,656,train
2hj1,A,2hj1_A,77,2.10,119,train
4qo6,A,4qo6_A,209,2.26,590,train
1yzv,A,1yzv_A,195,2.00,684,val
3uh8,A,3uh8_A,118,2.30,340,train
7msl,A,7msl_A,88,1.73,211,train
5syb,A,5syb_A,90,1.82,245,train
3d1p,A,3d1p_A,120,0.98,363,train
5ydn,A,5ydn_A,109,1.60,329,train
4l83,A,4l83_A,165,1.70,536,train
7rge,A,7rge_A,203,2.38,608,test
8jvz,A,8jvz_A,50,1.89,123,train
3la9,A,3la9_A,167,2.05,377,train
2qip,A,2qip_A,162,1.48,480,train
3eke,A,3eke_A,171,2.10,551,train
5u5b,A,5u5b_A,30,2.40,56,train
1vjk,A,1vjk_A,88,1.51,268,train
3qwg,A,3qwg_A,93,1.99,266,train
9mrf,A,9mrf_A,31,2.00,68,train
2hgv,A,2hgv_A,155,2.30,499,train
4dzm,A,4dzm_A,31,1.94,66,train
3e2i,A,3e2i_A,175,2.01,539,train
6i1m,A,6i1m_A,93,1.60,262,train
4bbq,A,4bbq_A,111,2.24,275,train
1ylx,A,1ylx_A,100,1.60,293,train
7y7o,A,7y7o_A,147,1.90,485,train
1ash,A,1ash_A,147,2.15,457,val
3eus,A,3eus_A,85,1.80,261,train
5lw6,A,5lw6_A,221,1.80,738,train
2wa0,A,2wa0_A,214,2.30,661,train
9jm2,B,9jm2_B,69,2.00,197,train
5kdg,A,5kdg_A,186,1.73,531,train
1whz,A,1whz_A,70,1.52,192,train
1sjw,A,1sjw_A,142,1.35,431,train
9j1o,C,9j1o_C,95,2.23,265,train
4evx,A,4evx_A,97,1.70,255,train
1whi,A,1whi_A,122,1.50,364,train
4gv5,A,4gv5_A,42,1.70,116,train
3e97,A,3e97_A,222,1.86,692,train
3cp3,A,3cp3_A,127,2.00,365,train
3nxc,A,3nxc_A,177,2.50,565,test
5zxe,A,5zxe_A,130,1.30,412,train
3r3k,A,3r3k_A,31,2.20,57,train
3c4s,A,3c4s_A,57,1.70,144,train
2fb6,A,2fb6_A,116,1.46,373,train
4flb,A,4flb_A,131,1.80,435,train
6u97,A,6u97_A,82,1.13,219,train
1jh7,A,1jh7_A,185,2.40,561,train
3lmf,A,3lmf_A,109,2.30,376,train
1r1m,A,1r1m_A,140,1.90,429,train
1kw4,A,1kw4_A,70,1.75,202,train
1jk6,A,1jk6_A,80,2.40,234,train
3fyr,A,3fyr_A,38,1.97,95,train
3k8u,A,3k8u_A,137,1.90,430,train
1xzz,A,1xzz_A,216,1.80,702,train
2h3l,A,2h3l_A,103,1.00,277,train
3vyx,A,3vyx_A,95,2.29,274,train
6u2u,A,6u2u_A,46,1.50,96,train
1cpm,A,1cpm_A,214,2.00,732,train
1uso,A,1uso_A,78,1.30,239,train
2gsv,A,2gsv_A,67,1.90,191,train
4pjr,A,4pjr_A,175,2.00,573,train
2r5f,A,2r5f_A,218,2.10,732,val
2o72,A,2o72_A,213,2.00,640,val
4l8l,A,4l8l_A,138,1.74,445,train
2vvd,A,2vvd_A,162,2.26,538,train
2gl2,A,2gl2_A,103,2.50,271,val
2x5t,A,2x5t_A,93,2.20,251,train
1jos,A,1jos_A,100,1.70,273,train
3c3h,A,3c3h_A,34,2.20,64,train
7ad5,A,7ad5_A,124,2.14,368,train
3r3p,A,3r3p_A,97,2.20,272,val
3uc9,A,3uc9_A,180,1.80,553,val
4f2l,A,4f2l_A,61,1.50,151,train
4of0,A,4of0_A,230,2.30,732,train
6ry3,A,6ry3_A,65,1.37,171,test
3jt0,A,3jt0_A,107,2.39,312,train
1r1g,A,1r1g_A,31,1.72,77,train
4k7b,A,4k7b_A,111,1.55,322,train
8xuw,A,8xuw_A,112,1.58,324,train
1jhj,A,1jhj_A,161,1.60,524,train
3neu,A,3neu_A,119,1.58,317,train
4hf0,A,4hf0_A,120,1.90,354,train
1dfu,P,1dfu_P,94,1.80,275,train
1a92,A,1a92_A,50,1.80,120,val
2eve,A,2eve_A,149,1.60,467,train
1rie,A,1rie_A,127,1.50,410,train
4epz,A,4epz_A,154,1.68,481,train
5kaz,A,5kaz_A,103,1.70,296,train
2p3h,A,2p3h_A,98,1.80,291,train
1gky,A,1gky_A,187,2.00,555,train
2v81,A,2v81_A,206,2.40,687,test
8k6q,B,8k6q_B,57,1.59,109,train
5ube,A,5ube_A,116,2.00,336,train
4h89,A,4h89_A,168,1.37,528,test
4m9o,A,4m9o_A,97,2.14,268,train
3kma,A,3kma_A,105,1.60,316,train
3g1j,A,3g1j_A,90,1.70,273,train
2j5a,A,2j5a_A,106,2.30,310,train
6o5w,A,6o5w_A,57,1.41,138,train
8vni,A,8vni_A,193,1.57,617,val
8qry,A,8qry_A,96,1.87,267,train
2gf4,A,2gf4_A,89,2.07,233,val
4q63,A,4q63_A,93,1.95,274,test
3v4g,A,3v4g_A,145,1.60,450,train
4krr,A,4krr_A,194,2.12,571,train
1j5p,A,1j5p_A,235,1.90,704,train
6p0q,A,6p0q_A,93,1.72,239,train
2ejx,A,2ejx_A,134,1.79,449,train
3bl4,A,3bl4_A,120,2.20,262,train
4ou0,A,4ou0_A,66,1.40,180,train
3g7p,A,3g7p_A,145,2.00,448,val
2oq5,A,2oq5_A,232,1.61,781,train
3fcn,A,3fcn_A,158,1.45,476,test
2f9f,A,2f9f_A,166,1.80,546,train
3lod,A,3lod_A,145,2.50,438,train
6n0s,A,6n0s_A,181,1.92,590,train
6vgv,A,6vgv_A,145,1.65,503,val
3ou2,A,3ou2_A,204,1.50,663,train
6sm4,A,6sm4_A,78,1.85,230,train
2pw6,A,2pw6_A,244,2.27,841,train
4pxj,A,4pxj_A,56,2.06,113,train
4s1p,A,4s1p_A,184,1.45,636,train
6sjq,A,6sjq_A,115,1.60,321,train
1q8c,A,1q8c_A,132,2.00,401,test
5u5c,A,5u5c_A,30,2.10,59,train
3h5i,A,3h5i_A,125,1.90,383,train
9f80,A,9f80_A,243,2.03,811,train
4ldg,A,4ldg_A,216,2.31,670,train
4r55,A,4r55_A,53,1.80,136,test
7baw,A,7baw_A,31,1.71,58,train
3d4e,A,3d4e_A,162,1.40,506,train
7t91,A,7t91_A,67,2.05,138,train
3uaf,A,3uaf_A,117,2.01,332,val
3gb5,A,3gb5_A,185,2.00,503,train
9kj9,A,9kj9_A,85,2.39,243,train
2x27,X,2x27_X,209,2.40,735,train
8gkv,A,8gkv_A,44,2.35,107,test
3pvh,A,3pvh_A,153,1.60,510,train
4i86,A,4i86_A,102,2.10,301,train
1rfe,A,1rfe_A,160,2.00,475,train
1bqs,A,1bqs_A,209,2.20,593,train
2wc9,A,2wc9_A,177,2.50,557,val
3dew,A,3dew_A,192,1.75,607,train
7rts,A,7rts_A,163,1.74,541,train
1wq8,A,1wq8_A,100,1.90,254,val
6gu1,A,6gu1_A,55,1.70,114,train
6w4l,A,6w4l_A,176,1.31,612,train
3f5b,A,3f5b_A,172,2.00,547,train
3llv,A,3llv_A,133,1.70,387,train
4m0n,A,4m0n_A,212,1.65,693,train
2hj3,A,2hj3_A,101,2.50,291,train
5yed,A,5yed_A,130,1.60,424,train
2p4p,A,2p4p_A,84,1.80,229,train
2eby,A,2eby_A,102,2.25,276,val
9iuw,A,9iuw_A,212,1.78,709,train
7qrz,A,7qrz_A,171,1.57,551,val
4kdw,A,4kdw_A,102,1.35,309,val
1y0n,A,1y0n_A,71,2.00,181,test
3ce7,A,3ce7_A,90,1.64,270,train
1fb8,A,1fb8_A,106,2.40,289,train
3f14,A,3f14_A,112,1.45,340,train
6pce,A,6pce_A,60,1.65,163,train
5b6q,A,5b6q_A,76,1.78,216,train
1vq2,A,1vq2_A,173,2.20,550,train
5i0c,A,5i0c_A,89,1.92,262,train
2yvi,A,2yvi_A,89,1.92,260,train
4avr,A,4avr_A,95,1.08,295,val
3rlk,A,3rlk_A,183,1.76,550,train
1khc,A,1khc_A,137,1.80,413,val
5zxa,A,5zxa_A,161,1.77,501,train
4jwg,A,4jwg_A,187,2.50,586,train
2qai,A,2qai_A,91,2.40,243,train
7xhs,A,7xhs_A,93,2.11,247,train
3f22,A,3f22_A,65,2.50,202,train
2hxx,A,2hxx_A,89,2.00,262,train
6jl3,A,6jl3_A,74,1.30,213,train
4x44,A,4x44_A,177,2.05,583,train
1aoa,A,1aoa_A,247,2.40,766,train
7nff,A,7nff_A,31,1.55,54,train
5ngn,A,5ngn_A,32,1.48,87,train
2x1b,A,2x1b_A,87,1.80,262,train
8yt7,A,8yt7_A,189,2.25,632,test
2yx8,A,2yx8_A,81,2.40,239,train
4m4z,A,4m4z_A,152,2.10,460,train
1sbx,A,1sbx_A,106,1.65,301,train
5k5i,A,5k5i_A,113,2.19,262,test
3hwu,A,3hwu_A,144,1.30,447,test
3f5h,A,3f5h_A,54,1.75,116,train
3b84,A,3b84_A,113,1.74,320,train
4rj9,A,4rj9_A,161,1.63,489,train
8v4w,A,8v4w_A,207,1.40,654,train
1wlf,A,1wlf_A,164,2.05,492,train
4pya,A,4pya_A,124,1.79,386,train
5f70,A,5f70_A,103,1.80,311,train
7ezn,A,7ezn_A,175,1.80,596,train
6kxt,A,6kxt_A,144,1.25,393,train
1ig7,A,1ig7_A,58,2.20,159,train
1vm0,A,1vm0_A,93,1.80,270,train
6bk4,A,6bk4_A,106,1.80,311,test
9tet,A,9tet_A,127,1.88,320,train
1wt6,A,1wt6_A,65,1.60,137,train
1u5f,A,1u5f_A,119,1.90,343,train
4pzi,A,4pzi_A,61,2.15,129,test
3oon,A,3oon_A,113,1.79,359,test
6wi6,A,6wi6_A,58,1.80,162,train
7yw3,A,7yw3_A,205,2.50,625,train
1dp7,P,1dp7_P,76,1.50,211,train
1p3c,A,1p3c_A,215,1.50,774,test
1tuc,A,1tuc_A,61,2.02,159,val
3wwl,A,3wwl_A,54,1.20,140,train
3d79,A,3d79_A,167,1.73,555,train
2au5,A,2au5_A,129,2.10,376,train
3laz,A,3laz_A,96,1.92,257,train
3bn6,A,3bn6_A,158,1.67,529,val
4zc3,A,4zc3_A,57,1.40,160,train
1un2,A,1un2_A,186,2.40,596,train
4k9z,A,4k9z_A,141,1.80,445,val
3e8v,A,3e8v_A,82,2.40,244,train
3thg,A,3thg_A,99,1.88,267,train
4r7r,A,4r7r_A,122,2.45,367,train
8tto,A,8tto_A,42,2.00,76,test
1ly2,A,1ly2_A,130,1.80,361,train
1ee6,A,1ee6_A,197,2.30,686,train
6vik,B,6vik_B,173,1.70,509,train
5fey,A,5fey_A,78,2.23,184,train
3wup,A,3wup_A,31,1.60,69,train
